LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
40,0,1333,2667,222,1600,800,800,800,800,800,646,331,351,415,400,783,6,6,6,3,4,0,0
566,4000,1333,1333,593,1600,800,800,800,1600,1600,1022,744,837,903,880,1119,23,20,47,32,2,1,1
970,0,667,2667,1037,400,400,400,400,400,400,596,271,284,649,721,714,8,12,342,648,0,0,0
162,0,1333,1333,1259,800,800,800,800,800,800,644,332,349,414,397,781,7,4,6,4,9,5,0
162,4000,2000,1333,1111,1600,1600,1600,1600,800,800,747,442,472,462,441,818,10,4,0,8,10,11,0
808,0,667,2667,370,400,400,0,400,400,0,591,265,268,349,323,714,0,0,16,0,0,118,0
40,4000,2000,1333,2519,800,800,800,800,800,800,599,283,294,363,353,743,6,4,7,6,9,19,0
768,4000,667,2667,296,0,0,0,0,0,0,586,268,268,339,325,714,4,0,5,4,0,0,0
768,4000,2000,1333,1259,800,800,800,800,800,800,931,550,585,596,521,776,16,8,13,13,19,15,0
768,4000,667,2667,593,1200,0,400,400,400,400,586,265,286,402,322,722,0,13,73,0,23,0,0
202,4000,1333,2667,74,1200,1600,1600,800,800,800,771,465,478,455,434,809,9,0,5,6,10,9,1
40,4000,667,2667,148,1200,400,800,800,400,400,586,266,274,340,331,718,2,3,0,13,11,4,0
81,4000,1333,1333,1926,800,800,800,800,800,800,694,488,400,457,402,756,17,6,5,0,11,9,0
1980,4000,667,1333,667,800,800,800,800,800,800,1380,894,791,632,563,910,46,23,18,32,48,27,0
566,0,667,2667,1704,800,800,800,800,800,800,635,320,336,396,384,714,6,4,3,5,0,0,0
323,4000,667,2667,519,800,800,800,1600,1600,1600,722,414,448,506,497,870,8,8,7,19,23,5,0
444,4000,1333,2667,593,0,0,0,0,0,0,599,278,268,334,323,714,0,0,0,0,0,48,1
727,4000,1333,2667,1407,400,400,400,0,0,0,651,336,268,334,323,714,88,0,0,0,0,0,0
242,4000,667,2667,222,800,800,800,800,800,800,735,400,411,457,439,815,7,7,9,7,10,8,0
566,0,667,1333,1704,800,800,800,800,800,800,1125,730,834,875,851,1179,23,33,22,64,66,46,1
687,4000,667,1333,1852,800,800,800,800,800,800,1231,899,1026,1071,1046,1247,69,36,45,64,66,76,0
970,4000,667,2667,815,400,400,400,400,400,800,623,273,473,379,358,840,10,155,49,58,281,496,0
485,4000,2000,1333,1704,800,800,800,800,800,800,1044,734,737,559,412,744,21,12,5,16,47,19,0
929,4000,2000,1333,1481,400,400,0,400,400,400,605,265,268,339,330,721,0,0,5,13,18,9,0
1576,4000,667,1333,1556,400,1600,400,400,400,400,586,265,285,473,509,849,0,13,150,303,375,0,0
323,4000,2000,2667,593,400,1600,400,400,400,0,655,277,278,347,323,714,0,12,14,0,0,0,0
2788,0,1333,1333,2148,0,0,0,0,0,0,599,273,278,358,325,724,9,7,26,5,27,16,0
768,4000,1333,1333,1704,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
1737,0,667,2667,1333,800,800,800,800,800,800,1012,705,726,691,607,757,18,12,16,20,10,8,0
566,0,1333,1333,2148,400,800,800,1600,800,800,782,486,427,478,460,930,23,13,0,13,281,38,0
1980,4000,667,1333,1037,400,400,400,400,400,400,594,302,286,347,334,742,45,13,13,19,76,46,0
404,4000,667,2667,370,800,800,800,800,800,800,987,683,708,720,634,894,24,15,22,19,19,14,0
162,0,1333,1333,2148,1200,1200,0,0,0,0,716,265,268,334,323,714,23,0,0,0,0,0,0
1576,4000,1333,2667,593,800,400,400,400,800,400,773,476,273,355,341,716,254,3,22,0,5,1,0
646,4000,1333,1333,889,400,400,400,400,400,400,587,267,268,337,323,716,3,0,3,0,3,8,0
242,4000,1333,1333,889,800,800,800,800,800,800,822,530,563,589,400,809,243,86,179,110,225,212,0
1980,4000,1333,1333,1259,800,800,800,800,800,800,1445,966,1094,1044,403,815,32,26,40,5,94,53,0
1091,0,1333,1333,1481,400,400,400,400,400,400,599,277,282,352,363,748,14,10,19,66,93,13,0
162,4000,1333,2667,296,800,800,800,800,800,800,748,444,482,488,392,777,11,10,9,6,9,8,1
889,4000,667,2667,667,400,400,400,400,400,400,589,263,288,334,325,734,0,16,0,5,53,0,0
566,4000,1333,1333,444,400,400,800,800,800,800,590,811,920,951,841,1130,675,26,27,18,52,51,0
202,4000,2000,1333,1926,800,800,800,800,800,800,795,353,346,376,359,722,6,3,1,1,3,136,1
768,4000,4000,2667,2222,1600,800,800,800,800,800,2198,1939,2160,2084,1985,1052,49,35,46,75,927,1191,0
889,4000,2000,1333,815,400,400,400,400,400,0,617,268,305,342,323,746,4,28,8,0,86,0,0
1414,4000,1333,2667,444,800,800,400,400,400,0,630,265,273,339,323,714,0,4,5,0,0,0,0
485,4000,1333,1333,667,800,800,800,800,800,800,724,418,449,440,430,811,9,6,9,13,14,15,0
444,4000,1333,2667,222,800,800,800,800,800,800,784,469,500,553,518,880,9,9,19,11,23,11,0
364,0,667,2667,370,400,800,800,800,800,800,596,441,471,352,336,726,206,8,4,0,9,1,0
162,4000,1333,1333,2074,400,400,400,400,400,400,630,299,274,335,327,753,42,4,1,8,105,223,1
1980,0,667,1333,1630,400,400,400,800,800,400,639,467,593,585,471,723,245,245,6,6,24,325,0
162,4000,2000,2667,148,800,800,800,800,800,800,690,381,403,455,428,806,7,5,6,6,9,8,0
202,4000,1333,1333,1926,800,800,800,1600,400,1600,685,371,407,460,324,715,7,14,0,6,0,99,1
40,4000,2000,2667,2593,800,800,800,1600,800,800,627,311,334,394,380,766,6,10,0,3,5,0,0
768,0,667,2667,741,1200,0,400,400,400,400,586,265,488,451,490,714,0,166,126,272,47,23,0
162,0,667,1333,1926,1200,0,400,400,0,0,586,265,276,334,323,714,0,6,0,0,0,0,0
202,4000,667,2667,741,800,400,1600,1600,1600,1600,599,268,269,336,324,737,4,0,1,0,61,0,0
162,0,1333,2667,2148,800,800,800,800,800,800,644,315,316,378,363,734,6,4,1,2,2,1,0
202,4000,1333,1333,667,800,800,800,800,800,800,714,406,435,494,476,849,7,5,6,9,14,9,0
566,0,1333,1333,1407,800,800,800,800,800,0,1090,816,924,953,323,714,21,20,16,0,0,0,1
1576,0,667,2667,815,800,800,800,800,800,1600,664,343,359,402,393,764,23,17,9,26,0,15,0
2384,4000,1333,1333,1852,0,0,0,0,0,0,595,271,284,342,331,722,8,11,9,14,22,57,0
162,4000,2000,2667,593,800,800,800,800,400,800,764,458,425,365,492,863,8,4,9,275,15,21,0
485,4000,2000,2667,1111,400,400,400,400,400,400,592,271,276,342,329,720,8,6,8,11,16,15,0
727,0,2000,1333,1704,1200,400,1600,800,800,800,580,274,278,343,331,714,18,0,0,0,0,0,0
81,4000,2000,1333,1037,1600,1600,1600,1600,1600,1600,682,365,394,449,441,814,0,10,0,17,0,12,1
242,0,1333,2667,370,1600,1600,1600,1600,800,800,751,438,480,529,515,869,0,13,0,13,16,23,0
1010,4000,1333,1333,963,800,800,800,800,800,800,1290,1006,1104,1029,960,1250,28,21,31,39,47,53,0
566,0,667,1333,1185,0,0,0,0,0,0,664,306,313,359,335,722,50,34,27,20,20,25,1
687,4000,2000,2667,519,800,800,800,800,800,800,1212,945,1056,878,837,1140,32,20,17,28,42,1,0
687,0,667,1333,1111,400,800,800,800,800,800,1190,918,1044,1070,877,1120,28,28,31,29,40,31,0
1253,4000,667,2667,741,0,0,0,0,0,400,591,286,310,350,326,727,25,32,17,5,36,2,0
242,4000,1333,1333,1407,1200,1600,1600,800,800,800,788,493,517,572,427,804,25,0,12,7,9,7,1
364,4000,1333,1333,593,800,800,800,800,800,800,762,450,485,530,516,884,9,7,8,11,16,11,0
768,0,1333,1333,1037,400,400,400,400,400,800,614,279,268,351,340,717,17,0,18,29,0,8,0
162,4000,1333,1333,1852,800,800,800,800,800,800,756,367,390,451,438,815,7,5,4,6,10,6,0
162,4000,1333,1333,889,800,800,800,800,800,800,707,399,411,465,431,804,14,7,6,20,33,38,0
1091,4000,4000,4000,1259,800,800,800,400,400,400,1600,1380,1561,335,322,1206,37,26,1,1,1369,38,0
0,0,1333,2667,222,1200,1600,1600,800,800,2000,606,293,299,368,360,745,9,0,5,10,0,0,1
889,0,667,1333,1333,400,400,400,400,400,400,588,267,271,337,325,717,3,2,3,4,6,5,0
2869,4000,1333,2667,1259,1200,0,0,0,0,0,604,273,276,364,325,718,10,6,33,5,9,4,0
525,0,1333,2667,815,1200,1600,1600,1600,1600,2000,826,528,564,635,621,973,15,0,29,26,19,23,1
768,0,2000,2667,519,800,800,800,800,800,800,1306,1028,1107,1075,1055,1361,32,23,27,42,70,0,0
606,0,667,1333,2222,1600,2000,1600,800,800,800,867,559,598,673,660,1013,0,0,36,26,38,30,1
242,0,667,1333,1556,800,800,800,800,0,0,676,359,374,334,323,714,9,3,0,0,0,0,0
40,4000,667,2667,963,0,0,0,0,0,0,592,328,275,340,329,730,77,5,7,11,43,35,0
81,4000,1333,1333,519,1600,1600,1600,1600,800,800,662,344,372,429,426,818,0,10,0,23,47,8,1
162,4000,1333,2667,148,800,800,400,400,1600,800,645,295,272,410,465,777,5,3,82,0,7,4,1
1131,0,1333,2667,370,800,800,800,800,800,800,749,443,478,546,530,716,9,8,22,17,0,3,0
40,0,667,1333,1481,800,800,800,800,800,800,656,335,339,402,367,758,7,13,23,6,66,23,0
162,0,2000,1333,2222,800,800,800,800,800,800,756,449,472,521,397,779,12,7,9,5,8,5,0
1253,4000,1333,1333,1407,800,800,800,800,800,800,927,643,708,1193,1168,1457,23,9,486,33,49,40,0
40,4000,667,2667,444,400,400,400,800,400,400,607,280,297,373,339,743,22,22,22,29,80,61,0
81,4000,1333,4000,1481,1200,1600,1600,1600,1600,1600,615,300,308,377,362,752,7,0,7,0,10,0,1
40,0,2000,4000,1852,800,800,400,800,400,400,658,340,357,399,323,718,7,67,5,1,11,1,0
1253,0,667,1333,2222,800,800,800,800,800,800,2296,1369,1479,1497,1330,1568,93,43,50,54,78,65,0
162,4000,1333,2667,74,800,800,800,800,800,800,723,404,416,459,437,813,7,6,5,7,10,8,0
283,4000,667,2667,593,1200,0,400,400,400,0,586,265,275,402,323,714,0,5,73,0,0,14,0
162,0,1333,2667,2000,800,800,800,800,800,800,743,438,473,404,391,774,9,7,6,4,6,8,0
81,4000,667,2667,148,800,800,800,800,800,800,648,368,392,456,433,816,46,7,13,5,19,28,0
162,0,2000,1333,1926,800,800,800,800,800,800,632,318,335,400,387,771,6,5,6,4,6,5,0
242,4000,2000,1333,1259,800,800,800,800,800,800,674,362,339,407,395,770,6,5,9,6,9,8,0
525,4000,1333,1333,667,800,800,800,800,800,800,663,332,346,396,374,758,9,7,9,6,9,5,0
1980,4000,1333,1333,1259,400,400,800,800,800,800,587,270,296,365,345,743,6,16,5,19,33,27,0
364,0,1333,2667,222,800,800,800,800,800,800,910,626,683,735,619,979,23,10,14,174,38,30,0
162,0,1333,2667,444,1600,800,800,800,800,1600,734,411,402,462,444,812,7,6,5,16,0,22,1
162,4000,2000,2667,963,800,800,800,800,800,800,799,447,487,542,517,831,14,10,22,19,9,5,0
81,0,1333,1333,889,800,800,800,800,800,800,798,373,396,443,425,804,7,5,7,6,9,0,1
566,0,2000,2667,444,800,800,800,800,800,800,890,575,633,688,671,913,13,10,18,23,21,16,0
566,0,1333,1333,1778,800,800,800,800,800,800,745,443,518,538,667,985,28,50,22,297,47,38,0
606,4000,1333,2667,1185,1600,1600,1600,1600,1600,1600,1097,824,896,959,909,1250,32,1,54,0,108,44,0
566,4000,2000,1333,593,800,800,800,800,800,800,618,300,308,373,357,747,5,4,4,10,9,8,0
404,4000,667,2667,444,800,800,800,800,800,800,772,436,462,478,465,803,8,6,8,13,14,15,0
768,4000,667,2667,1111,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
283,0,1333,2667,963,800,800,800,800,800,800,820,615,476,512,498,870,12,14,9,13,19,15,0
40,0,667,2667,444,800,800,800,800,800,800,654,337,353,414,401,768,6,4,3,6,3,0,0
646,4000,1333,2667,444,800,800,800,800,800,800,931,563,618,625,596,956,13,10,11,19,27,22,0
1778,4000,667,1333,1037,400,400,400,400,400,400,608,291,342,364,347,732,31,56,33,40,48,118,0
1980,4000,667,2667,519,800,800,400,800,800,800,655,348,353,471,480,897,23,65,67,45,132,152,0
444,0,667,2667,667,400,400,400,0,400,1600,587,270,268,334,324,715,6,0,0,3,0,72,0
81,4000,2000,1333,2074,800,800,800,800,800,800,688,316,332,400,388,773,7,5,9,6,9,8,0
889,4000,667,2667,444,800,800,800,800,800,800,958,674,749,582,569,933,20,15,10,20,28,24,0
1253,4000,667,1333,593,800,800,800,800,400,400,923,640,696,449,329,714,23,7,9,13,0,76,0
1172,4000,667,1333,1630,0,0,0,0,0,0,583,262,265,329,321,712,5,3,5,7,9,19,0
40,0,1333,2667,148,800,800,800,800,800,800,653,340,347,413,391,775,6,5,6,5,8,8,1
1091,0,667,2667,1185,0,0,0,0,0,0,613,271,268,334,329,714,7,0,0,11,0,2,0
1414,4000,667,2667,593,400,400,0,0,0,400,596,265,268,334,323,716,0,0,0,0,6,19,1
404,0,1333,2667,148,800,800,800,1600,1600,1600,738,433,482,539,524,884,9,19,8,16,0,15,0
81,4000,1333,2667,1556,2000,1600,1600,800,400,400,594,276,281,341,370,758,5,0,0,78,10,0,1
162,0,667,2667,444,800,800,1600,800,800,1600,757,433,631,507,500,870,18,0,8,22,16,0,0
1091,0,1333,1333,1185,0,400,400,0,0,0,593,307,309,365,340,727,50,31,33,28,34,46,0
202,0,1333,1333,1481,1200,400,800,800,800,800,580,480,512,531,355,743,274,16,22,16,9,38,0
566,0,667,2667,1185,1600,1600,1600,1600,1600,1600,714,405,425,493,472,852,7,0,15,0,30,13,1
162,4000,667,1333,815,1600,800,800,400,800,400,755,452,454,337,341,722,11,10,31,26,23,15,1
162,0,667,2667,815,800,800,800,800,800,800,762,450,484,539,517,881,8,7,10,13,18,15,0
283,4000,1333,1333,444,800,800,800,800,800,800,859,564,616,501,438,815,14,8,7,5,12,3,1
889,4000,667,1333,1111,400,400,1600,400,400,400,589,301,282,349,338,735,44,0,16,24,56,43,1
1293,0,1333,1333,2296,800,800,800,800,800,800,1191,923,1036,1068,1043,1344,28,21,29,45,63,51,0
566,4000,2000,1333,2000,1600,1600,1600,1600,1600,1600,886,557,542,578,505,895,27,0,45,0,188,0,1
162,4000,1333,2667,74,800,800,800,800,800,800,765,453,478,540,522,888,8,6,15,11,17,19,1
242,0,1333,2667,296,800,800,800,800,800,0,801,499,566,618,79,985,11,25,14,162,957,92,0
1051,4000,1333,1333,2593,800,800,800,800,800,800,1074,735,724,773,756,1060,23,16,18,29,38,30,0
162,4000,667,2667,296,800,800,800,800,800,800,722,421,450,486,480,857,23,16,13,26,47,15,0
929,0,1333,1333,2074,0,0,0,0,0,0,602,272,273,334,322,714,8,3,0,0,0,0,0
1172,4000,1333,1333,593,800,800,800,800,800,800,1723,1469,1637,1608,1535,1745,52,37,50,71,104,76,1
283,4000,1333,1333,2296,1200,1600,1600,1600,1600,800,880,572,618,639,592,913,0,23,18,0,28,23,0
0,4000,1333,4000,1852,2000,1600,1600,1600,1600,2400,607,287,310,373,368,751,0,13,0,15,0,0,1
768,4000,2000,1333,1778,400,400,400,400,400,400,625,291,272,340,383,776,32,3,7,98,168,7,0
202,0,2000,2667,1630,800,800,800,800,800,800,784,467,456,483,459,784,8,6,6,38,7,15,0
283,4000,1333,1333,2074,800,800,800,800,800,800,868,572,366,428,415,794,17,4,4,6,9,9,1
283,0,667,2667,1556,800,800,800,800,800,800,849,526,526,459,431,811,12,7,5,10,14,9,0
808,4000,1333,1333,1704,800,800,800,800,800,800,904,607,577,627,608,953,16,10,13,17,25,30,0
40,4000,1333,1333,1185,2400,2000,1600,800,800,800,658,340,352,410,396,777,0,0,0,0,0,34,0
485,4000,1333,2667,296,400,400,400,800,800,800,587,266,428,430,431,827,4,121,22,32,66,38,0
768,0,1333,2667,1778,800,800,800,800,800,800,1298,1004,1069,967,939,1257,42,30,36,39,56,46,0
970,0,667,2667,593,800,800,800,800,800,800,1438,1026,923,934,723,886,46,23,24,16,9,368,0
1212,0,667,2667,1778,800,800,800,800,800,800,1695,1323,1507,1527,1486,1741,46,38,49,71,113,175,0
1535,0,1333,2667,519,800,800,800,800,800,800,1115,796,850,771,525,846,37,17,24,33,47,38,0
1091,4000,667,2667,1037,0,0,0,0,800,400,608,282,269,345,332,740,21,0,22,0,72,13,0
444,0,667,2667,519,800,800,1600,1600,800,800,619,328,341,400,388,771,35,2,0,4,6,5,0
202,0,667,2667,741,1600,1600,1600,1600,1600,1600,801,502,534,576,543,914,15,0,20,0,44,0,1
81,4000,1333,2667,1704,400,400,800,800,800,400,595,308,362,451,415,751,52,36,40,22,101,68,0
1131,4000,1333,1333,1185,800,800,800,800,400,800,759,488,426,418,440,917,92,17,2,190,328,710,0
81,0,1333,2667,444,800,800,800,0,0,0,614,305,394,455,440,818,23,95,7,6,10,8,0
0,4000,667,2667,444,800,800,800,1600,1600,800,615,297,313,373,356,744,6,8,2,0,5,15,0
283,4000,667,2667,148,1200,1600,800,800,1600,800,701,385,409,452,420,794,0,5,18,0,9,190,0
283,4000,1333,2667,222,1600,1600,1600,1600,1600,1600,666,355,369,444,430,809,9,0,19,7,11,0,1
687,4000,667,1333,667,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
444,0,1333,2667,963,800,800,800,800,800,1600,1052,486,507,560,536,881,14,6,22,24,0,15,0
40,0,2000,1333,593,800,800,800,800,0,0,636,307,359,330,323,714,9,33,0,6,0,0,0
1212,4000,1333,1333,1556,800,400,400,1600,400,400,663,340,344,367,391,764,90,7,0,111,66,0,0
1657,4000,667,1333,815,800,800,800,800,800,800,747,440,405,428,412,790,8,5,4,5,0,61,0
40,0,1333,2667,222,1200,1600,800,800,800,800,657,338,345,378,368,714,0,7,18,13,0,0,0
848,0,667,2667,296,400,400,800,800,800,800,580,585,643,705,696,1059,405,13,22,32,75,38,0
364,4000,1333,1333,889,1600,800,800,800,800,800,928,634,685,559,443,922,24,12,5,5,469,32,0
40,0,1333,2667,667,800,800,800,800,800,800,654,342,355,378,376,767,6,4,4,19,19,3,0
1414,4000,667,1333,1111,400,400,400,400,400,400,652,292,317,400,357,744,33,36,71,55,83,23,0
646,4000,667,1333,1778,800,800,800,800,800,800,1171,860,929,857,824,1146,32,21,21,30,44,35,0
1131,4000,1333,2667,296,800,800,800,800,800,800,839,518,568,588,558,924,11,10,13,19,28,23,0
1414,0,667,2667,370,1200,0,0,0,400,400,586,265,268,334,329,723,0,0,0,11,25,0,0
768,0,667,2667,1926,400,400,400,400,400,400,589,268,271,337,326,717,3,2,3,5,7,5,0
323,4000,1333,2667,148,1600,2400,2400,2000,2400,2000,719,412,433,500,478,845,9,0,15,0,0,8,0
40,4000,667,2667,741,0,0,0,0,0,0,587,266,278,340,328,730,1,7,6,9,42,10,0
485,4000,667,2667,593,400,400,800,800,800,800,587,642,696,734,711,1053,454,14,15,24,34,27,0
687,4000,667,1333,1481,800,800,800,800,800,400,781,448,452,497,493,791,23,20,45,97,216,41,0
808,0,1333,1333,1037,800,800,800,800,800,800,1041,765,864,557,542,908,21,22,8,13,19,15,0
283,4000,667,2667,296,400,400,400,400,400,400,587,266,270,336,324,716,2,1,2,3,4,3,0
40,4000,667,1333,1481,1200,2000,1600,800,800,400,608,288,279,341,329,725,0,0,0,0,29,0,0
364,4000,2000,1333,2148,800,800,800,800,800,1600,717,410,442,506,496,864,9,7,12,17,9,40,1
606,0,1333,1333,1407,800,800,800,800,800,800,946,653,721,741,697,1047,17,13,18,23,68,0,0
687,4000,667,2667,1556,1600,1600,1600,1600,1600,1600,1047,797,890,917,903,1224,62,20,13,55,50,2,1
40,0,2000,1333,1481,800,800,800,1600,800,800,633,317,332,389,373,757,8,7,0,3,9,8,1
202,0,1333,2667,370,800,800,800,800,800,800,797,490,527,577,442,816,10,8,13,16,14,8,0
1172,4000,1333,1333,889,400,400,400,400,0,400,591,265,270,334,323,715,0,1,0,0,1,0,0
525,4000,667,2667,444,800,800,800,800,800,800,1089,810,887,875,697,1008,32,18,18,23,28,99,0
162,0,667,2667,1259,400,400,400,400,400,400,587,268,271,340,323,716,4,2,6,0,4,3,1
687,4000,1333,2667,296,400,400,0,0,400,800,600,265,268,334,332,730,0,0,0,16,28,0,0
2182,4000,667,2667,1704,800,400,400,800,800,400,682,382,301,401,413,990,141,26,88,191,759,274,0
0,4000,1333,2667,1407,800,800,800,800,800,800,608,291,301,364,350,737,5,4,1,2,3,0,0
525,0,667,1333,1926,800,800,800,800,800,800,973,675,736,772,722,1054,25,17,18,26,38,27,0
283,4000,2000,1333,519,800,800,800,800,800,800,855,394,410,469,450,822,9,6,9,13,28,23,0
889,4000,667,2667,815,800,800,800,800,800,800,1278,1037,1057,727,573,1056,100,46,94,16,478,20,0
162,4000,1333,1333,2148,800,800,800,800,800,800,759,436,390,413,384,769,9,4,18,5,7,4,1
242,4000,667,2667,296,800,800,800,800,800,800,685,358,380,441,382,765,6,6,5,3,6,4,0
1172,0,1333,1333,2222,1200,1600,800,800,800,1600,1288,1000,1134,1174,1174,1459,0,26,40,100,66,76,0
162,4000,1333,1333,593,800,800,800,800,800,800,758,639,487,536,392,775,10,8,11,5,7,5,0
1414,0,667,1333,1926,400,400,400,400,0,0,587,281,279,334,323,714,20,8,0,0,0,0,0
162,4000,667,2667,148,800,800,800,800,800,1600,762,454,493,536,524,890,10,9,11,24,21,0,0
323,4000,2000,1333,593,800,800,800,800,800,800,909,603,668,697,560,903,16,13,13,13,19,38,0
162,4000,1333,2667,1556,800,800,800,800,800,800,756,447,481,537,420,799,8,7,8,2,3,3,0
768,4000,2000,1333,963,800,800,800,800,800,800,1289,956,945,965,894,1093,23,15,34,26,30,53,0
566,4000,667,2667,889,800,800,800,800,800,800,926,638,653,532,519,887,20,13,9,13,18,13,0
162,0,1333,1333,2000,800,800,800,800,800,800,731,420,450,412,394,776,9,5,45,6,7,5,1
1253,4000,667,1333,963,400,400,400,400,400,400,589,337,268,335,408,731,86,0,2,139,47,1279,1
808,0,667,1333,2370,400,400,400,400,400,400,608,287,309,380,333,726,27,31,49,16,33,10,0
40,0,2000,2667,148,400,400,400,800,800,800,592,289,298,351,338,723,29,23,0,1,0,125,0
162,4000,667,2667,2296,800,800,800,0,400,400,598,281,268,334,324,714,5,0,0,2,0,0,0
1980,0,667,1333,1333,1600,800,800,1600,1600,1600,642,331,796,816,804,1116,14,349,0,52,1,80,1
444,4000,1333,2667,444,400,400,1600,400,400,400,590,284,279,351,352,724,23,0,18,48,26,66,0
768,4000,1333,1333,1407,400,400,400,0,0,0,610,283,268,334,323,714,22,0,0,0,0,0,0
162,0,4000,1333,1778,800,800,800,800,400,800,705,397,421,334,326,717,9,3,0,6,0,13,0
1980,4000,1333,1333,1481,400,400,400,400,400,400,673,976,316,454,435,828,857,36,130,182,312,1331,0
566,0,667,2667,889,800,800,800,800,800,800,919,561,544,551,458,824,14,16,45,32,56,23,0
40,4000,1333,2667,74,800,800,800,800,0,400,654,340,302,334,323,780,5,3,0,0,180,0,0
283,0,667,1333,1481,2000,1600,1600,1600,1600,800,614,298,305,372,358,746,5,0,4,0,5,7,1
1051,4000,667,1333,2889,400,400,400,400,400,1600,589,268,272,338,330,718,4,3,4,13,0,6,1
162,4000,1333,2667,148,1200,1600,1600,800,800,1600,737,431,455,491,484,843,10,0,7,21,0,12,0
687,0,1333,2667,667,800,800,800,800,800,800,735,429,476,533,521,889,9,16,9,16,20,12,0
202,4000,1333,1333,1407,800,800,800,400,400,400,688,380,372,341,345,722,18,3,7,36,21,0,1
566,4000,3333,2667,1852,800,800,400,800,800,0,602,276,274,339,323,714,5,4,0,0,0,0,1
81,4000,2000,1333,1852,1200,0,0,400,800,800,586,265,268,392,380,764,0,0,63,3,5,4,0
687,0,1333,1333,667,400,400,400,400,400,400,587,283,268,365,339,714,21,0,33,26,0,34,0
444,4000,2000,1333,2222,800,800,800,1600,1600,1600,680,373,416,475,460,835,13,20,5,8,11,0,0
40,4000,1333,1333,148,800,800,800,800,800,800,646,326,344,411,398,781,69,5,9,6,9,4,0
162,4000,667,2667,148,0,0,0,0,0,0,589,265,268,334,323,714,0,0,0,0,0,0,0
1172,0,667,1333,1704,800,800,800,800,800,800,792,460,485,532,465,737,14,7,7,19,9,23,0
1414,4000,667,2667,593,400,400,400,400,400,400,606,271,271,334,327,721,7,2,0,6,17,2,0
929,0,2000,2667,1481,800,800,800,800,800,800,1359,1047,1086,1113,898,1218,26,56,24,27,46,32,0
1253,4000,2000,1333,889,800,800,800,800,800,1600,838,338,355,407,385,766,9,4,7,16,0,8,0
1333,4000,1333,1333,1185,1200,400,400,400,800,400,584,273,274,338,331,717,15,4,4,13,7,5,0
283,0,667,2667,963,1600,1600,1600,1600,1600,1600,803,502,547,600,583,943,13,10,11,17,24,20,1
162,4000,667,2667,444,1600,2000,1600,1600,1600,1600,629,310,323,384,374,757,0,4,0,7,0,9,1
929,4000,1333,2667,1259,800,800,800,800,400,400,764,460,500,550,328,718,9,10,13,8,11,4,0
1172,4000,1333,1333,1185,1200,0,0,400,400,400,586,265,268,336,323,717,0,0,2,0,9,15,1
40,4000,1333,1333,2148,800,800,800,800,1600,800,635,321,337,408,391,774,6,4,10,0,6,12,1
444,4000,1333,1333,593,800,800,800,800,800,800,1021,734,806,833,804,1131,30,20,21,31,84,0,1
162,0,1333,2667,741,1200,1600,1600,800,800,800,678,367,389,451,439,817,8,5,7,10,14,11,0
404,4000,1333,1333,1852,800,800,800,800,800,1600,961,676,740,699,608,939,26,15,16,32,0,23,0
1980,4000,1333,1333,519,0,0,0,400,800,800,826,446,391,435,384,753,10,15,109,13,19,13,0
1657,4000,1333,1333,593,800,800,800,800,800,800,785,725,847,876,1636,1838,328,41,52,1366,122,97,0
242,4000,667,1333,1407,1600,800,800,1600,1600,1600,746,427,468,518,511,880,8,12,0,24,18,0,1
727,0,667,1333,2444,800,800,800,800,800,800,1249,972,1080,1037,711,1037,32,26,31,22,32,25,0
283,4000,2000,1333,2222,0,0,0,0,0,0,587,273,334,351,326,718,10,50,19,5,10,0,0
40,4000,1333,2667,963,800,800,800,800,800,800,656,342,357,415,402,722,9,4,0,2,0,3,0
566,0,1333,2667,593,400,400,400,800,800,800,769,299,780,702,468,769,42,386,8,6,3,218,0
1212,0,2000,2667,1185,1600,1600,800,800,800,800,1322,1067,1203,1241,1223,1814,37,26,45,64,938,0,0
889,4000,667,1333,667,400,400,800,800,800,800,594,331,410,405,361,748,80,66,2,32,75,38,1
1172,0,1333,1333,1333,800,800,800,800,800,800,1036,700,772,820,760,1092,19,15,33,23,37,34,0
162,4000,2000,1333,1407,800,800,800,800,800,800,758,453,490,533,394,714,8,7,6,2,0,157,1
202,4000,2000,2667,222,800,800,800,800,800,800,800,498,515,512,435,810,12,5,6,7,10,8,1
768,0,667,2667,519,400,400,400,400,400,400,595,271,275,339,337,721,8,5,5,23,19,13,0
283,4000,1333,2667,815,0,0,0,0,0,0,598,279,284,337,350,714,17,11,2,45,0,0,0
1414,0,2000,1333,1704,400,400,400,400,400,400,593,265,285,334,326,717,0,12,0,6,8,9,1
889,4000,667,2667,222,1200,1600,800,800,1600,800,660,336,344,410,360,721,0,4,13,0,2,12,0
283,4000,667,2667,296,800,800,800,800,800,800,776,323,359,439,444,838,15,19,24,35,57,51,0
