age,study_hours,sleep_hours,attendance_pct,prev_score,label
23,5,9,54,57,1
18,8,6,87,52,1
28,8,6,75,3,1
30,5,7,100,23,1
19,3,9,73,47,1
23,1,4,70,88,1
23,3,7,86,41,0
26,1,7,68,77,1
21,1,8,67,91,0
30,10,4,86,82,1
30,6,6,70,25,1
30,7,7,52,35,0
19,7,5,88,41,1
21,9,4,68,2,0
27,0,7,68,16,0
24,0,8,83,5,0
18,1,7,56,53,0
22,5,10,72,51,1
30,5,7,89,6,1
29,7,7,91,15,0
27,1,4,64,6,0
20,1,6,94,92,1
20,1,5,96,47,0
26,0,9,53,33,0
18,1,4,69,9,0
29,9,10,74,34,0
20,9,7,57,16,1
20,12,8,76,81,1
19,8,8,65,73,1
25,4,6,99,93,1
19,4,10,68,91,1
26,3,9,91,94,1
29,1,4,81,7,0
28,3,7,74,24,0
23,3,10,87,97,1
23,12,6,95,58,1
26,1,5,64,46,0
25,9,8,62,99,1
19,4,7,60,87,1
27,10,4,59,59,0
29,1,5,51,58,0
18,7,9,83,57,1
19,8,4,72,55,1
24,8,7,82,42,1
22,5,4,53,83,1
24,3,6,62,51,1
22,8,8,81,66,1
28,0,9,65,14,0
18,0,8,67,30,1
19,4,5,89,89,1
24,6,4,64,93,0
29,4,7,63,21,0
23,10,6,95,76,1
18,1,5,82,89,1
29,4,10,94,30,1
28,1,5,61,42,0
20,0,9,80,54,1
20,4,4,60,86,0
18,9,6,80,74,1
21,7,4,52,2,0
22,3,8,82,21,0
30,1,4,69,94,1
25,11,6,84,32,1
22,5,7,50,45,0
23,8,10,92,76,1
22,10,8,96,81,1
24,3,9,59,45,0
21,9,9,94,55,1
29,1,5,74,81,1
22,10,9,84,57,0
26,2,6,93,44,0
24,9,7,67,39,1
27,8,9,71,78,1
30,7,8,100,44,1
18,7,9,59,59,0
26,4,8,85,85,1
25,4,4,68,1,0
21,4,10,87,15,1
22,0,7,72,84,0
18,4,5,72,36,0
26,10,10,85,19,0
29,4,5,96,25,1
19,4,5,52,60,0
21,12,9,90,49,1
19,4,6,88,39,1
24,10,6,87,17,1
21,4,5,76,70,1
22,1,6,86,80,1
20,6,10,77,12,1
25,11,6,82,87,1
25,5,7,79,53,0
25,0,8,51,98,0
30,2,8,69,100,1
26,5,5,89,69,0
22,0,10,75,16,0
18,7,10,98,66,1
18,1,4,67,83,1
27,1,10,68,72,0
23,0,4,97,74,1
29,11,4,94,26,1
26,11,7,58,28,0
28,2,6,90,39,0
18,12,7,89,88,1
19,0,5,88,15,0
21,3,4,80,3,0
25,6,4,57,38,0
20,3,10,84,33,0
28,7,10,92,78,1
20,10,4,61,18,0
28,3,5,82,94,1
21,7,7,68,37,0
27,7,6,92,35,1
29,12,4,79,53,1
20,0,6,79,15,0
18,9,6,52,82,1
28,9,7,52,45,0
25,11,7,67,1,0
23,8,10,82,26,1
29,8,7,82,8,1
20,5,9,96,72,1
29,12,5,67,100,1
22,6,4,91,61,1
25,9,9,61,73,1
26,12,9,83,33,1
23,9,8,72,74,1
24,1,4,51,93,1
19,10,4,81,86,1
30,3,10,96,30,1
20,11,7,98,53,1
18,9,6,57,4,0
19,7,10,73,77,1
18,2,6,56,89,1
20,10,8,85,25,1
25,7,9,68,28,1
20,6,10,83,24,1
18,10,9,56,26,1
20,0,6,99,52,1
19,5,5,93,93,1
29,10,8,81,24,0
27,7,8,72,45,1
26,2,10,54,56,0
24,1,8,55,16,0
22,1,4,81,29,1
26,5,4,64,37,0
22,6,9,72,8,0
20,4,4,84,73,1
26,9,8,69,51,1
26,11,4,87,60,1
22,10,4,52,43,1
21,5,10,53,17,0
29,5,10,92,7,1
19,12,8,89,89,1
30,0,6,54,53,0
27,1,8,80,16,0
18,1,4,81,64,1
23,6,7,69,100,1
21,0,4,51,99,0
21,8,8,74,87,1
18,8,7,53,49,0
29,2,7,94,54,1
19,7,4,89,47,1
23,6,4,65,29,1
18,3,7,97,96,1
30,8,8,52,1,0
21,0,4,53,16,0
22,0,6,72,77,0
21,4,5,88,50,1
19,10,4,54,32,0
21,7,9,97,45,1
21,7,9,69,46,0
22,10,5,83,34,1
26,8,4,53,44,0
29,9,7,67,10,1
20,8,5,69,94,1
19,5,9,100,18,1
21,11,7,91,97,1
19,0,7,52,34,0
24,4,10,55,7,0
27,6,7,51,48,0
18,3,5,74,23,0
26,0,9,69,4,0
23,0,8,98,43,0
22,12,10,87,27,1
23,11,10,89,55,1
30,11,9,98,7,1
26,6,9,93,36,0
26,7,7,86,92,1
26,4,5,74,59,0
21,2,4,67,87,0
19,3,10,84,37,1
24,0,8,67,46,0
22,12,9,99,77,1
22,9,9,70,33,0
25,7,4,78,1,0
23,7,9,85,27,1
27,1,6,89,70,1
19,7,5,66,98,1
22,7,5,64,80,1
27,10,4,64,14,0
20,10,8,78,74,1
26,11,5,53,91,0
22,0,9,72,69,0
27,3,6,56,9,0
19,8,4,65,26,1
23,10,7,54,82,1
22,2,4,70,77,0
23,6,9,73,60,0
22,9,4,60,47,1
20,9,4,56,77,1
23,8,9,99,94,1
27,11,6,63,48,0
18,10,9,59,48,0
28,1,4,64,72,0
27,10,8,96,53,1
19,8,10,53,77,1
26,8,7,70,34,1
27,4,5,71,31,0
23,3,7,70,95,0
29,3,7,96,52,1
23,8,8,54,46,0
27,3,7,100,53,1
20,8,5,99,52,1
28,2,8,66,36,0
19,1,7,76,64,0
27,7,9,99,25,0
25,0,5,57,53,0
26,11,7,97,12,1
18,6,4,94,21,0
20,8,10,83,49,0
23,2,7,94,71,1
22,1,6,71,75,0
19,11,4,54,94,0
25,6,9,78,94,1
22,12,7,94,17,1
29,12,8,82,10,1
18,9,8,73,86,1
24,5,7,61,65,0
22,12,4,64,38,1
18,9,8,83,74,1
24,4,6,74,40,0
20,0,10,97,93,1
26,4,8,89,40,1
22,2,4,68,35,0
21,2,6,66,77,0
21,10,6,59,12,1
26,12,5,51,76,0
26,8,10,62,0,0
18,5,5,68,73,1
25,8,5,79,37,0
29,11,10,57,56,0
25,4,4,58,35,0
19,5,10,55,95,0
29,1,6,60,64,0
25,10,9,82,86,1
29,11,6,52,55,1
29,12,8,70,24,0
28,10,4,90,80,1
20,9,7,64,86,1
25,2,7,61,93,1
20,3,9,55,66,0
29,3,4,77,8,0
27,3,9,61,4,0
22,9,7,90,74,1
23,7,8,92,23,0
21,4,9,81,62,0
24,9,6,84,61,1
21,1,10,98,36,1
25,5,5,92,54,1
25,5,9,57,44,0
29,2,10,80,62,0
28,3,4,68,34,0
30,6,4,85,98,1
28,5,7,75,56,1
22,0,6,81,93,1
28,0,6,78,52,1
20,8,5,99,80,1
27,9,6,58,77,1
29,0,10,74,11,0
23,5,10,99,70,1
18,8,5,73,68,1
20,8,7,95,29,1
20,5,6,76,27,0
21,0,4,51,96,0
19,8,7,100,62,1
22,4,4,64,80,0
21,0,6,97,15,0
24,10,7,58,94,1
19,1,4,82,92,1
29,6,4,50,95,0
27,2,4,97,75,1
21,9,10,69,100,1
26,11,4,69,35,1
19,4,9,86,60,1
24,1,5,76,71,1
22,11,8,82,31,1
25,11,7,73,97,1
19,7,5,86,3,1
21,7,6,80,72,1
22,5,5,90,10,1
20,3,10,81,75,1
20,6,8,80,66,1
27,12,5,53,98,1
24,4,9,71,19,1
29,9,8,76,0,1
21,12,8,100,62,1
23,10,5,70,59,1
26,8,10,97,93,1
19,6,9,54,48,1
18,2,8,97,15,1
25,1,4,77,63,1
30,8,7,58,95,0
24,6,4,68,15,0
22,11,9,67,66,1
23,9,9,60,18,1
28,3,10,89,91,1
27,4,7,79,26,0
29,11,10,58,21,0
25,0,6,76,22,0
19,0,6,94,24,1
19,8,7,71,12,1
25,9,5,54,44,0
21,5,9,50,24,0
24,9,9,69,47,1
24,4,8,84,82,1
19,9,5,56,93,1
20,4,8,56,16,0
27,10,10,74,42,1
27,9,6,97,78,1
25,3,5,50,100,1
21,1,10,89,18,1
25,0,6,54,6,0
30,7,7,92,60,1
26,12,4,65,71,1
30,6,9,80,45,1
26,5,8,55,77,0
20,10,10,67,91,1
24,8,7,81,88,1
28,1,8,77,83,1
18,5,10,79,98,1
29,6,5,89,71,1
21,6,6,61,95,0
21,7,6,83,24,1
22,5,4,73,32,0
18,9,6,52,82,1
25,6,4,94,90,1
28,0,8,51,91,0
27,10,7,81,22,1
28,12,8,56,4,0
27,11,5,95,94,1
20,1,7,57,7,0
29,0,6,56,69,0
21,10,8,97,2,1
28,5,9,60,75,0
23,8,4,92,51,1
28,10,4,54,24,0
26,2,9,67,10,0
18,4,8,62,88,1
20,10,9,50,39,1
23,1,6,79,72,0
19,9,7,55,14,0
20,11,4,61,40,1
18,12,5,100,1,1
23,7,4,96,31,1
28,10,10,62,95,1
20,4,4,74,90,1
22,2,8,70,52,1
21,4,5,61,37,0
25,4,4,81,45,1
23,12,9,83,57,1
28,2,4,87,49,1
27,3,9,77,44,0
28,12,6,63,43,1
26,8,10,97,34,1
30,3,6,63,59,1
19,8,9,90,23,1
25,9,6,73,72,1
27,0,6,94,13,0
18,2,7,80,42,1
19,2,6,69,20,0
20,12,4,78,78,1
27,11,7,96,51,1
21,4,9,73,76,1
28,6,6,52,29,0
26,1,7,77,99,1
27,6,8,51,20,0
22,9,9,83,25,0
27,12,5,58,84,1
18,1,6,100,98,1
23,7,7,60,58,1
20,3,5,69,39,1
21,3,7,55,92,1
28,8,10,99,47,1
20,5,4,80,70,1
29,3,7,92,48,0
29,3,10,56,49,1
30,2,7,99,41,0
28,11,10,77,76,1
19,5,7,92,94,0
18,3,8,61,98,1
23,5,8,50,78,0
24,1,9,64,17,0
18,3,6,77,11,0
28,2,7,59,36,0
28,7,4,66,53,1
24,10,8,56,59,0
23,10,9,56,83,0
30,12,4,60,40,1
26,6,9,79,1,0
28,6,7,99,6,1
22,11,9,57,77,1
25,8,6,99,60,1
26,5,4,100,22,0
26,12,7,93,10,1
23,11,8,66,25,1
27,11,10,79,55,1
22,0,4,81,58,1
27,10,6,66,54,1
22,12,10,51,69,1
22,5,7,51,57,0
28,0,8,57,45,0
26,11,7,65,22,1
19,2,9,59,81,0
22,5,7,94,79,1
29,8,8,79,5,1
23,0,5,88,92,1
19,6,8,96,10,1
28,11,6,77,51,1
29,4,9,91,95,1
24,1,10,62,73,1
22,9,8,84,31,1
18,5,8,80,27,0
24,4,9,94,99,1
26,10,4,88,51,1
28,4,6,50,52,0
30,6,9,58,35,0
27,12,9,70,12,1
18,11,6,64,8,0
29,11,8,79,75,1
27,5,8,74,60,0
18,5,6,70,44,0
20,7,10,97,63,1
29,2,9,74,32,0
28,9,4,90,62,1
23,1,5,97,67,1
22,12,6,78,86,1
20,9,8,60,79,1
24,6,10,51,96,0
26,11,7,65,48,0
20,6,8,57,12,0
21,1,8,68,22,0
30,12,9,75,70,1
30,3,7,88,35,1
23,10,4,92,87,1
30,10,6,82,68,1
21,6,7,98,59,1
25,2,10,61,51,0
26,5,10,79,83,1
19,6,8,91,53,0
24,3,9,51,79,1
27,9,8,55,76,1
24,0,6,89,31,1
28,7,9,55,47,1
27,12,9,74,70,1
21,2,7,73,92,0
20,7,9,62,41,1
19,0,5,86,59,1
28,9,7,65,22,0
26,10,4,88,42,1
20,3,7,96,8,1
18,10,9,76,66,0
24,1,10,76,33,0
26,1,9,99,77,1
26,11,4,78,61,1
18,4,10,75,92,1
23,6,9,82,80,1
24,12,4,56,18,0
30,9,10,100,14,1
23,6,9,71,18,0
30,7,5,66,12,0
29,1,7,95,62,0
30,4,6,68,88,1
30,7,9,66,72,1
18,12,5,59,66,1
21,5,8,73,91,1
29,2,8,90,39,1
25,10,6,59,95,1
20,2,8,68,49,1
21,0,10,63,74,1
27,0,6,73,92,1
26,6,7,89,21,0
28,2,8,82,40,0
24,7,9,60,67,1
25,6,4,92,8,1
22,3,5,59,35,0
29,12,4,91,25,1
25,9,9,50,95,0
30,12,8,64,94,1
28,0,7,90,12,0
26,1,6,85,68,0
26,1,10,53,57,0
21,3,6,97,23,0
28,3,5,94,91,1
18,9,6,85,35,1
21,11,10,54,16,0
18,3,5,65,74,0
25,7,4,84,100,1
30,10,4,62,61,1
19,7,5,56,69,1
27,7,6,86,1,0
19,11,7,99,82,1
30,10,8,98,58,0
22,12,7,88,34,1
20,5,8,80,65,1
28,4,6,84,31,1
28,8,8,69,80,1
30,2,7,50,40,0
26,7,7,60,22,1
24,10,6,56,56,1
28,8,10,61,24,0
30,3,5,69,64,1
30,8,7,56,87,1
27,3,8,93,19,1
21,12,7,100,21,1
27,10,5,70,66,0
28,9,10,76,99,1
21,4,7,69,47,1
23,11,6,97,40,1
24,9,7,98,53,1
24,0,7,72,82,0
25,12,6,51,90,1
28,11,6,68,47,1
24,12,7,70,71,1
21,12,5,89,64,1
22,1,4,65,20,0
25,11,8,80,5,0
24,11,9,81,31,1
27,9,7,53,12,1
23,4,8,73,56,0
19,7,5,97,9,1
30,11,7,59,19,0
27,3,8,55,56,0
27,8,10,92,33,1
22,11,4,58,98,1
30,11,9,97,40,0
23,12,7,97,27,1
25,3,7,73,42,1
29,4,6,88,95,0
20,1,9,76,54,1
25,12,4,83,7,0
26,5,4,86,55,0
26,12,6,100,68,1
27,5,9,54,94,1
19,8,10,57,68,1
26,1,8,79,78,0
21,12,4,99,87,1
22,7,7,97,19,1
19,2,9,86,43,1
30,11,9,77,2,1
22,0,8,74,2,1
23,6,5,66,28,0
30,5,8,79,83,1
30,9,6,95,73,1
30,2,5,69,23,1
26,9,10,52,99,1
23,1,6,70,29,0
21,4,5,77,34,1
21,12,6,51,17,0
25,1,10,74,3,0
29,11,5,74,6,1
24,3,5,99,48,1
19,1,5,82,74,0
19,2,10,63,15,0
29,9,6,97,40,1
21,1,10,82,46,0
26,1,7,51,0,0
24,6,10,56,45,0
22,1,7,91,38,1
29,1,9,91,49,0
18,4,9,91,41,1
21,2,8,50,16,0
20,11,7,98,4,1
30,3,10,97,84,1
27,6,10,60,53,1
26,2,9,92,23,1
19,12,5,51,63,1
24,10,6,66,79,1
30,0,6,51,60,1
20,6,4,84,48,1
29,8,5,60,12,1
21,1,7,54,14,0
25,6,10,84,56,1
27,12,9,50,39,1
22,2,6,92,69,1
27,10,9,56,61,1
27,3,5,64,65,1
20,3,9,55,95,1
24,4,8,56,31,0
20,11,9,69,42,1
25,10,8,83,66,1
22,12,5,70,54,1
20,9,9,52,95,0
24,10,4,100,25,0
18,2,9,52,30,0
23,0,8,80,61,0
21,10,10,86,51,1
21,7,8,66,69,1
29,4,9,99,65,0
23,2,6,71,62,0
25,10,4,92,43,1
22,1,10,73,54,0
26,2,4,64,58,0
19,8,9,68,16,0
22,7,7,85,10,0
26,2,7,82,24,1
28,3,10,51,25,0
23,8,8,99,19,1
26,8,4,84,46,1
29,8,5,73,20,1
20,10,9,89,28,1
30,11,5,84,78,1
21,4,4,75,37,1
26,6,7,79,41,1
22,0,4,66,90,0
22,3,9,89,76,0
18,12,7,58,18,1
20,12,10,65,50,1
28,6,7,87,24,1
23,1,5,67,17,0
19,11,9,87,86,1
25,2,9,67,97,1
28,1,8,69,67,1
28,9,7,64,84,1
19,8,9,89,58,1
30,11,6,67,5,1
22,1,9,79,54,0
29,11,10,100,62,1
21,8,4,55,93,1
27,5,5,92,63,1
24,6,4,90,13,0
22,11,9,67,32,1
23,6,9,66,45,1
19,11,10,81,31,1
21,9,7,92,34,1
30,11,7,85,77,1
24,9,8,92,48,1
19,9,10,100,82,1
27,1,4,98,30,1
28,11,8,76,50,1
18,5,9,100,56,1
27,8,4,75,80,1
24,10,4,63,72,1
28,5,4,68,52,0
29,7,10,66,45,0
23,5,5,67,57,0
23,7,9,90,33,1
20,3,8,99,70,1
29,6,10,72,99,1
25,1,6,72,78,0
30,3,6,69,12,0
19,10,7,70,79,1
20,12,7,62,33,0
25,5,6,78,46,0
20,5,4,57,24,0
26,11,9,85,37,1
26,2,7,89,89,1
19,1,9,88,84,1
22,2,9,71,68,1
20,6,4,97,37,1
19,5,5,78,5,1
20,10,6,51,63,1
29,3,5,64,56,0
21,2,4,68,31,0
27,7,10,78,53,1
27,3,7,61,66,0
28,9,7,97,33,1
23,12,10,66,55,1
21,5,8,72,9,0
20,5,10,94,31,0
27,2,4,100,64,1
26,5,4,88,29,0
29,11,9,85,28,1
27,0,7,89,56,1
24,1,5,51,71,0
28,0,6,80,90,1
28,5,4,96,35,1
29,0,9,88,62,1
30,2,7,63,84,0
26,11,9,69,42,1
30,8,7,59,98,1
28,9,6,50,78,1
30,5,8,57,99,0
27,1,8,76,93,1
21,3,8,99,97,0
20,0,9,81,93,1
19,1,7,86,89,0
24,12,7,74,89,1
23,2,4,69,45,1
24,4,7,55,23,0
21,3,6,91,81,1
25,12,4,83,32,1
27,0,8,53,87,0
20,0,8,50,0,0
22,0,10,86,72,1
19,2,5,90,79,1
26,3,6,56,87,0
27,5,8,61,56,0
30,2,8,59,56,1
18,8,10,57,39,0
19,5,9,61,75,1
19,7,5,88,19,0
23,7,9,85,49,1
19,10,8,54,43,1
20,3,10,81,24,0
18,5,4,80,84,1
27,1,10,83,11,0
23,8,8,86,89,1
24,12,8,91,25,1
20,7,10,62,37,0
24,6,7,74,10,0
25,1,6,85,61,0
22,7,10,99,36,1
29,0,8,52,24,0
22,9,9,86,69,1
23,11,4,84,3,1
22,6,5,72,68,1
28,6,9,82,67,0
26,5,9,94,5,0
19,7,5,64,91,1
29,3,7,63,73,0
18,0,7,63,88,1
22,0,5,92,42,0
24,3,6,75,5,1
27,3,8,92,33,0
24,10,8,95,80,1
28,11,6,76,88,1
24,6,6,62,99,1
27,0,9,94,50,1
30,7,5,92,88,1
28,1,4,60,62,1
26,5,5,97,32,0
29,11,7,68,68,1
27,4,4,98,15,1
21,1,8,81,25,1
18,7,7,56,14,0
24,2,4,98,88,1
21,6,8,73,56,0
25,9,10,52,84,0
30,3,10,63,92,1
27,0,5,71,32,0
23,7,5,91,7,1
20,4,8,54,28,0
21,5,9,96,56,1
25,1,10,65,77,0
26,2,5,85,40,1
28,1,7,83,68,1
29,2,9,70,47,1
19,10,5,50,48,1
18,6,10,86,15,0
30,10,4,86,69,1
28,7,8,91,49,1
27,6,7,97,30,1
27,4,6,90,58,1
20,7,8,73,28,1
28,11,5,74,32,0
23,11,4,77,38,1
25,6,9,84,29,0
20,10,6,63,51,1
24,7,9,78,56,0
25,5,6,70,85,1
29,8,5,65,27,0
27,3,10,96,84,1
23,7,8,98,52,1
22,3,7,59,60,1
28,7,6,99,79,1
21,3,6,85,20,0
26,6,5,78,3,0
24,9,9,61,34,0
28,9,10,59,82,1
30,12,5,59,52,1
21,11,5,98,62,1
30,9,8,97,80,1
28,1,10,54,10,1
18,5,10,55,40,0
23,3,9,59,27,0
19,5,8,70,74,0
25,7,6,95,22,1
19,12,8,60,19,1
19,8,8,76,20,1
28,7,9,67,88,0
21,1,9,59,56,1
18,2,7,80,48,1
30,0,8,94,46,0
27,9,5,78,2,0
28,9,6,71,10,0
19,2,5,89,38,0
20,1,10,92,25,0
23,4,9,100,100,1
27,12,7,51,79,0
24,2,6,66,24,0
26,0,7,70,21,1
21,11,6,66,57,0
23,0,6,97,97,1
28,1,6,85,4,1
27,0,9,86,2,0
21,7,7,74,4,0
22,11,7,71,46,1
30,6,7,95,43,1
23,11,6,85,24,1
22,1,7,92,10,0
23,8,4,51,16,0
19,3,4,61,47,1
27,12,5,99,11,1
18,11,4,97,43,1
27,1,5,87,80,0
25,10,10,71,100,1
27,1,4,95,17,1
29,1,5,55,91,0
18,6,10,93,29,1
29,1,7,70,80,0
25,3,9,81,77,1
25,4,9,93,75,1
18,7,5,82,0,1
21,4,5,84,73,0
29,1,9,98,9,1
23,12,5,60,50,1
27,4,8,76,64,1
21,6,6,72,94,1
18,10,9,66,36,0
19,0,4,81,44,0
18,9,10,77,10,0
29,7,4,97,86,1
27,12,6,94,87,1
19,9,6,96,40,1
29,12,7,73,63,1
25,5,8,97,24,1
20,0,9,72,52,0
25,5,10,75,59,0
25,7,5,59,94,1
24,0,10,58,100,1
28,2,7,73,1,0
28,2,5,87,23,1
18,6,7,59,34,1
18,7,7,60,38,0
26,4,5,62,62,0
25,6,7,60,62,0
18,5,4,54,41,0
27,4,5,65,66,0
30,3,7,81,1,0
28,2,6,90,39,0
24,9,4,88,16,1
23,11,6,94,16,1
25,1,4,78,47,0
21,5,9,64,40,0
25,12,6,85,43,1
23,11,5,58,41,0
27,3,9,87,78,1
21,7,8,80,2,1
19,6,10,59,79,1
26,7,7,88,93,1
25,6,10,62,98,1
20,5,10,99,7,1
21,10,4,70,45,0
25,8,5,100,34,0
25,5,8,84,25,0
28,3,8,88,15,1
18,11,5,83,64,1
30,6,7,94,1,1
21,2,6,51,3,0
30,6,4,73,59,0
20,7,9,74,71,1
25,12,6,56,35,1
21,11,8,79,36,1
20,5,4,57,6,0
26,7,6,59,40,0
24,8,4,90,55,1
24,2,6,89,97,1
22,5,8,98,72,1
26,0,9,95,91,1
19,1,5,59,13,0
29,3,4,98,46,0
23,1,7,71,96,1
24,8,4,83,53,1
24,11,5,85,11,0
25,2,4,98,33,1
18,10,9,85,3,1
29,3,7,52,5,0
21,2,10,58,64,0
24,12,9,92,50,1
30,4,7,51,85,0
24,8,4,52,25,0
21,3,8,81,0,0
19,9,6,82,21,1
20,8,4,90,95,1
22,8,6,82,49,1
21,12,8,66,42,1
22,6,4,91,36,1
25,9,9,92,65,1
21,2,4,52,49,0
29,3,5,98,72,1
22,11,9,63,75,1
23,7,4,91,80,1
22,3,8,51,39,1
20,5,5,81,92,1
23,7,7,88,96,1
25,7,8,88,36,1
28,3,4,89,13,0
18,9,4,50,35,0
22,7,7,96,72,0
19,0,6,63,82,1
24,11,6,54,35,1
18,4,10,52,15,0
22,7,10,63,15,0
29,10,10,51,60,1
19,1,9,65,58,0
27,11,8,67,34,1
27,7,4,96,88,1
19,6,9,74,3,1
24,7,7,61,1,0
18,10,4,99,35,1
29,7,5,67,3,0
21,3,9,78,0,0
18,9,10,77,71,0
25,12,5,95,95,1
23,1,8,73,58,0
26,2,6,92,47,0
26,2,6,97,81,1
20,9,7,73,59,0
30,4,5,93,96,1
28,8,7,73,55,1
22,2,6,72,82,1
30,8,10,93,21,0
23,8,10,90,18,1
26,10,10,97,20,1
27,2,10,100,26,0
24,1,10,76,14,0
26,0,8,56,73,1
26,10,5,97,29,1
30,5,7,57,41,0
30,5,8,75,66,1
24,3,8,72,95,1
30,1,5,90,82,1
29,12,5,95,0,0
26,12,4,81,18,0
29,4,5,98,51,1
21,8,9,56,24,1
18,4,4,63,23,0
28,1,4,66,57,0
24,5,9,75,1,0
22,5,7,73,26,1
27,9,7,90,78,1
28,7,4,81,40,1
22,11,7,74,96,1
19,6,9,87,79,1
28,7,4,74,4,0
30,1,7,66,69,1
21,11,10,95,80,1
25,6,9,71,30,0
25,0,6,69,70,0
25,3,8,76,12,1
20,9,10,93,99,1
26,7,4,82,23,1
29,9,7,84,83,1
22,9,4,94,66,1
25,4,10,60,5,0
23,6,4,93,19,0
19,3,7,81,31,1
30,11,10,91,22,1
18,4,5,64,43,0
27,7,5,95,56,1
19,1,5,58,16,0
27,9,4,78,63,1
29,6,4,95,67,1
23,10,8,56,53,1
22,6,8,94,54,1
19,4,9,72,60,1
21,2,4,51,20,0
20,10,5,78,84,0
23,8,6,80,8,0
28,2,8,76,14,0
21,3,5,69,17,0
24,0,6,53,65,0
19,8,9,67,74,1
22,12,5,70,31,0
30,3,5,92,60,1
21,1,5,74,70,0
26,12,4,59,85,1
26,2,10,98,8,0
19,9,5,65,80,1
28,5,5,66,52,1
24,0,10,70,99,1
21,10,9,73,50,1
21,11,5,80,78,1
26,6,9,98,81,1
27,8,6,81,98,1
27,0,7,54,71,1
30,2,10,91,5,0
24,4,7,91,43,1
26,9,6,69,60,1
24,12,10,94,75,1
28,9,8,92,100,1
25,5,4,94,62,0
26,8,8,90,8,1
22,4,10,68,76,1
23,5,5,86,24,1
22,3,10,71,66,0
22,4,8,77,85,1
30,9,10,58,98,1
21,10,9,73,91,1
23,3,10,79,74,1
19,11,9,68,81,1
27,12,9,71,23,0
30,7,6,65,50,1
22,9,7,84,43,1
27,1,6,57,48,0
24,0,4,62,32,0
25,8,8,67,65,1
21,4,4,77,80,0
27,1,7,77,49,1
20,2,4,73,97,0
18,0,10,54,35,0
26,4,5,100,12,0
28,6,5,52,84,0
18,1,6,89,92,1
24,3,5,64,79,0
30,4,8,72,30,1
26,9,6,98,28,1
24,3,8,89,2,0
19,9,9,89,34,1
19,1,5,76,28,1
27,2,5,64,35,1
21,10,6,77,74,1
24,7,5,64,12,0
24,11,7,78,19,1
24,9,10,74,2,0
22,3,9,81,55,0
26,5,6,51,63,0
24,7,8,63,47,1
19,9,10,94,87,1
30,6,5,63,40,1
22,3,9,68,29,0
25,0,9,86,31,0
19,7,9,51,49,0
23,6,4,81,55,1
24,1,7,66,44,0
23,4,7,60,21,0
27,10,8,88,67,1
18,6,6,53,97,1
29,2,4,89,89,1
22,1,8,66,57,1
20,6,6,61,29,0
20,8,4,64,11,0
27,10,10,100,94,1
26,7,7,60,30,1
21,9,9,54,8,0
22,12,5,84,15,1
26,12,6,96,22,1
20,3,10,50,41,0
30,4,8,51,64,0
18,6,5,60,6,0
20,3,10,88,47,1
22,7,5,79,22,0
29,3,5,90,77,1
19,6,5,50,36,0
30,7,9,98,50,1
29,6,8,79,82,0
23,12,8,86,91,1
24,12,6,83,52,1
25,2,10,52,26,0
23,4,4,88,52,1
22,5,4,70,62,1
18,3,7,99,81,1
25,9,10,98,95,1
30,4,7,65,18,1
21,7,6,81,51,1
25,5,5,79,16,0
18,3,5,90,12,1
18,5,7,74,83,0
19,9,6,72,65,1
18,7,4,72,42,1
26,2,4,56,18,0
26,4,4,51,65,1
26,5,4,78,51,1
27,7,6,89,41,1
18,12,8,87,15,1
30,7,7,98,65,1
30,8,9,97,72,1
20,6,6,92,91,1
29,10,6,59,18,0
21,1,8,74,35,0
18,0,6,50,17,0
27,3,7,59,54,0
22,3,4,54,20,0
22,11,7,100,8,1
20,10,7,57,10,0
30,5,8,96,47,0
22,9,8,85,94,1
28,5,8,59,85,0
29,9,8,93,35,1
30,3,5,51,55,0
23,8,6,81,92,0
18,9,6,66,13,0
26,3,10,100,28,0
21,7,5,56,89,1
23,6,9,75,53,1
22,1,5,60,79,0
28,1,10,70,7,0
24,2,7,80,3,0
23,1,6,65,62,0
25,6,8,63,51,1
21,4,5,89,21,1
27,5,8,74,10,1
19,12,9,50,19,0
25,1,10,94,82,1
18,0,7,61,4,0
23,10,9,94,45,1
19,0,5,69,42,1
27,1,4,89,0,0
21,12,5,75,62,1
27,4,8,83,9,0
22,2,4,79,77,0
20,10,10,94,65,1
27,3,9,68,4,0
23,10,5,94,60,1
23,8,6,68,83,1
24,6,10,65,39,0
21,3,7,59,90,1
19,0,8,57,18,0
25,2,5,96,9,1
23,11,6,87,30,1
24,6,4,91,85,1
26,11,8,69,90,1
25,10,4,73,20,1
23,1,4,52,32,0
25,7,9,75,100,1
23,7,5,70,95,0
24,10,6,98,72,1
20,0,10,100,21,0
24,1,7,71,18,1
20,3,8,88,63,0
21,11,5,76,4,0
28,5,9,71,78,1
18,1,7,99,64,1
20,5,9,92,94,1
22,8,7,83,75,1
27,3,7,99,93,1
25,11,8,85,37,1
30,7,4,68,42,1
27,10,10,54,60,0
24,7,8,86,29,0
27,3,7,66,38,0
18,3,9,87,32,1
18,8,5,52,28,0
25,3,7,50,55,1
19,12,10,67,68,1
26,6,4,82,93,1
28,12,6,99,76,1
25,9,5,84,84,1
30,1,10,65,49,0
23,2,8,91,25,1
24,1,6,91,31,0
18,1,5,97,93,1
28,4,9,66,53,1
24,3,9,60,46,1
22,4,8,94,70,1
